Test_Eligibility,Users_Visit_Site,Users_Visit_Homepage,Delivery_Eligible,Users_View_Banner,Users_Click_Banner,Users_redeemed,account_tenure,platform,age,income,Converted,Orders,Delivery_Orders,Non_Click_View
Control,1,1,0,0,0,0,145,Web,48,75000,0,0,0,0
Test,1,1,1,1,1,0,162,App,46,50000,0,0,0,0
Test,1,1,0,0,1,0,124,Web,25,75000,0,0,0,0
Test,1,1,0,0,0,0,159,Web,53,125000,1,0,0,0
Test,1,0,0,0,0,0,94,Web,37,75000,0,0,0,0
Control,1,1,0,0,0,0,169,Web,53,25000,0,0,0,0
Control,1,1,1,0,0,0,90,App,43,100000,0,0,0,0
Test,1,1,1,1,0,1,80,Web,47,50000,0,0,0,1
Control,1,1,1,0,0,0,169,App,18,100000,0,0,0,0
Control,1,1,1,0,0,0,65,App,64,50000,0,0,0,0
Test,0,0,0,0,0,0,137,Web,24,50000,0,0,0,0
Test,1,1,0,0,0,0,100,App,40,50000,0,0,0,0
Control,1,1,0,0,0,0,89,Web,36,50000,1,0,0,0
Test,1,1,1,1,0,0,156,Web,56,25000,0,0,0,1
Test,1,1,1,1,0,0,53,App,19,50000,0,0,0,1
Test,1,1,0,0,0,0,94,Web,53,50000,0,0,0,0
Control,1,1,0,0,0,0,16,App,26,100000,0,0,0,0
Test,1,1,0,0,0,0,3,App,56,75000,0,0,0,0
Test,1,1,1,0,0,0,22,App,43,100000,0,0,0,0
Test,1,1,0,0,0,0,151,App,51,50000,0,0,0,0
Test,1,1,1,0,0,0,168,App,54,50000,0,6,4,0
Test,1,1,1,1,0,0,153,App,51,100000,0,0,0,1
Control,0,0,0,0,0,0,98,App,61,100000,0,0,0,0
Test,1,0,0,0,0,0,99,Web,59,50000,0,0,0,0
Control,1,1,0,0,0,0,171,App,54,75000,0,0,0,0
Test,0,0,0,0,0,0,51,App,30,50000,0,0,0,0
Control,1,1,1,0,0,0,166,Web,46,50000,0,0,0,0
Control,1,1,1,0,0,0,73,App,37,25000,0,0,0,0
Test,0,0,0,0,1,0,79,Web,63,25000,1,0,0,0
Control,1,0,0,0,0,0,94,App,47,75000,0,0,0,0
Test,1,1,1,1,1,0,15,App,64,50000,0,0,0,0
Control,1,1,1,0,0,0,58,Web,68,75000,0,0,0,0
Test,1,1,0,0,0,0,52,Web,43,75000,0,0,0,0
Control,1,1,1,0,0,0,18,Web,46,50000,0,0,0,0
Control,1,0,0,0,0,0,128,App,67,125000,0,0,0,0
Control,1,1,1,1,0,0,14,App,62,25000,0,0,0,1
Control,1,1,1,0,0,0,99,App,48,75000,0,0,0,0
Test,1,1,1,1,0,0,148,App,39,50000,0,0,0,1
Control,1,1,1,0,0,0,130,App,22,25000,1,0,0,0
Control,1,1,0,0,0,0,95,App,33,100000,0,0,0,0
Control,1,1,1,0,0,0,180,App,37,25000,0,0,0,0
Test,0,0,0,0,0,0,116,App,63,100000,0,0,0,0
Control,1,1,1,0,0,0,79,Web,53,25000,0,0,0,0
Test,1,1,0,0,0,0,46,App,70,25000,0,3,2,0
Control,1,1,1,0,0,0,126,Web,43,75000,0,4,5,0
Test,1,1,0,0,0,0,24,Web,24,75000,0,0,0,0
Test,1,1,1,1,0,0,40,Web,35,100000,0,0,0,1
Control,1,1,1,0,0,0,103,App,40,75000,0,0,0,0
Test,1,1,0,0,0,0,122,Web,67,100000,0,0,0,0
Control,1,1,1,0,0,0,24,Web,33,50000,0,0,0,0
Control,1,1,1,0,0,0,91,Web,27,25000,0,4,1,0
Test,0,0,0,0,0,0,96,App,50,100000,0,4,5,0
Test,1,1,1,1,1,1,8,App,49,50000,0,0,0,0
Control,1,1,1,0,0,0,123,Web,66,75000,0,0,0,0
Test,1,1,1,1,0,0,65,App,59,50000,0,0,0,1
Control,0,0,0,0,0,0,159,App,62,75000,0,0,0,0
Control,1,1,0,0,0,0,3,Web,63,50000,0,5,3,0
Test,0,0,0,0,0,0,160,Web,63,50000,0,0,0,0
Test,0,0,0,0,1,0,26,Web,57,75000,0,0,0,0
Test,0,0,0,0,1,0,125,App,43,25000,0,7,3,0
Control,1,1,0,0,0,0,30,Web,44,75000,0,0,0,0
Test,1,1,1,1,0,0,158,Web,49,100000,0,0,0,1
Test,0,0,0,0,0,0,126,App,35,50000,1,0,0,0
Control,1,1,1,0,0,0,91,App,42,50000,0,0,0,0
Control,1,1,0,0,0,0,137,Web,36,75000,0,0,0,0
Test,1,1,1,1,1,0,131,App,55,75000,1,0,0,0
Test,1,1,0,0,0,0,36,Web,49,100000,0,0,0,0
Control,1,1,1,0,0,0,108,Web,30,75000,0,0,0,0
Control,1,1,1,0,0,0,96,App,30,25000,1,0,0,0
Control,0,0,0,0,0,0,142,App,25,25000,0,0,0,0
Control,1,1,1,0,0,0,140,Web,48,100000,0,0,0,0
Control,1,1,0,0,0,0,28,Web,36,25000,0,0,0,0
Control,1,1,1,0,0,0,143,Web,66,75000,0,0,0,0
Control,1,1,1,0,0,0,18,App,45,125000,0,0,0,0
Control,1,1,1,0,0,0,70,Web,65,100000,0,0,0,0
Control,1,1,1,0,0,0,52,Web,59,50000,0,0,0,0
Test,0,0,0,0,0,0,111,App,55,25000,0,0,0,0
Test,1,1,1,1,0,1,62,Web,22,50000,0,0,0,1
Control,1,1,1,0,0,0,146,App,33,100000,1,0,0,0
Test,1,0,0,0,1,0,38,App,66,25000,0,0,0,0
Control,1,1,1,0,0,0,121,App,21,75000,0,0,0,0
Test,1,1,1,1,0,0,100,App,18,50000,0,0,0,1
Control,1,1,1,0,0,0,130,App,59,75000,0,0,0,0
Test,1,1,0,0,0,0,115,Web,39,50000,0,0,0,0
Control,1,1,1,0,0,0,35,Web,26,75000,0,8,4,0
Control,1,1,0,0,0,0,104,Web,55,75000,0,4,2,0
Test,1,1,0,0,0,0,11,App,34,50000,0,0,0,0
Control,1,1,1,0,0,0,129,App,42,25000,0,0,0,0
Test,0,0,0,0,0,0,76,App,25,125000,0,0,0,0
Test,0,0,0,0,0,0,35,Web,45,50000,0,6,6,0
Test,1,1,0,0,1,0,35,Web,58,100000,0,2,3,0
Test,1,1,1,1,0,0,176,App,20,50000,0,0,0,1
Control,1,1,1,0,0,0,38,App,70,25000,0,3,1,0
Test,1,1,1,1,0,0,168,Web,48,25000,0,3,3,1
Control,1,1,0,0,0,0,168,Web,46,50000,0,0,0,0
Test,1,1,1,1,0,0,159,App,68,75000,1,0,0,1
Control,1,1,0,0,0,0,115,Web,67,50000,0,0,0,0
Test,1,0,0,0,0,0,169,Web,68,50000,0,0,0,0
Control,1,1,1,0,0,0,18,Web,59,25000,0,0,0,0
Control,1,1,1,0,0,0,43,App,69,100000,0,4,5,0
Control,1,0,0,0,0,0,142,App,40,50000,0,0,0,0
Test,1,1,1,1,1,0,160,App,56,125000,0,0,0,0
Control,1,1,1,0,0,0,63,App,51,75000,0,0,0,0
Test,1,1,1,1,0,0,44,Web,36,50000,0,0,0,1
Test,1,1,0,0,0,0,123,App,28,75000,0,0,0,0
Test,0,0,0,0,1,0,125,Web,41,25000,0,0,0,0
Test,1,1,1,1,0,1,55,App,18,25000,0,7,2,1
Test,1,1,1,1,0,0,73,App,25,25000,0,0,0,1
Control,1,1,0,0,0,0,30,App,28,75000,0,0,0,0
Test,1,1,1,1,0,1,99,App,37,50000,0,0,0,1
Test,1,1,1,1,1,1,5,Web,32,125000,0,0,0,0
Test,1,1,1,1,0,0,163,App,59,75000,0,0,0,1
Control,0,0,0,0,0,0,177,Web,46,25000,0,0,0,0
Control,1,0,0,0,0,0,38,Web,67,75000,0,0,0,0
Test,1,1,1,1,0,1,12,App,45,75000,0,0,0,1
Control,0,0,0,0,0,0,65,Web,37,100000,0,0,0,0
Control,1,1,0,0,0,0,150,Web,59,100000,0,3,3,0
Test,1,1,1,1,0,0,31,Web,55,25000,0,0,0,1
Control,1,1,1,0,0,0,54,App,34,50000,0,0,0,0
Control,1,1,1,0,0,0,161,App,31,100000,0,0,0,0
Control,1,1,1,0,0,0,177,App,32,75000,0,0,0,0
Test,1,1,1,1,0,0,114,App,51,50000,1,0,0,1
Test,1,1,1,1,0,0,147,App,69,75000,0,0,0,1
Test,1,1,0,0,0,0,4,Web,67,50000,0,0,0,0
Control,0,0,0,0,0,0,112,Web,18,50000,0,0,0,0
Control,0,0,0,0,0,0,46,Web,33,125000,0,0,0,0
Test,1,1,1,0,0,0,37,Web,68,50000,0,0,0,0
Test,1,1,1,1,0,0,7,Web,18,25000,0,0,0,1
Control,1,1,1,0,0,0,84,App,24,25000,0,0,0,0
Control,1,1,1,0,0,0,86,Web,32,50000,0,0,0,0
Control,1,1,1,0,0,0,6,App,57,50000,0,0,0,0
Control,1,1,1,0,0,0,128,Web,70,75000,0,0,0,0
Control,1,1,1,0,0,0,18,Web,58,50000,0,0,0,0
Test,1,1,0,0,0,0,12,Web,52,50000,0,0,0,0
Test,1,1,1,1,1,0,37,App,59,75000,0,0,0,0
Test,1,1,0,0,0,0,109,App,37,75000,0,0,0,0
Control,1,1,1,0,0,0,171,Web,34,75000,0,0,0,0
Test,1,1,1,1,0,0,180,App,38,75000,0,0,0,1
Test,1,1,1,0,0,0,179,App,45,75000,0,0,0,0
Test,1,1,1,1,0,0,151,Web,43,25000,1,0,0,1
Test,1,1,1,1,0,0,114,App,57,75000,0,8,3,1
Control,1,1,1,0,0,0,69,Web,27,100000,0,0,0,0
Test,1,1,1,0,0,0,81,Web,50,75000,0,6,4,0
Test,1,1,1,1,0,0,41,App,20,100000,0,0,0,1
Control,0,0,0,0,0,0,59,Web,24,100000,0,0,0,0
Test,0,0,0,0,0,0,151,App,65,100000,0,0,0,0
Control,1,1,1,0,0,0,80,App,57,75000,0,0,0,0
Control,0,0,0,0,0,0,28,App,55,25000,0,2,1,0
Control,0,0,0,0,0,0,118,App,33,50000,0,5,2,0
Control,1,1,1,0,0,0,126,App,18,25000,0,0,0,0
Test,0,0,0,0,1,0,130,App,40,50000,0,0,0,0
Control,0,0,0,0,0,0,15,App,41,75000,1,0,0,0
Test,1,1,1,1,0,0,100,Web,19,50000,0,0,0,1
Test,1,1,1,1,0,0,177,Web,40,25000,0,0,0,1
Test,1,1,0,0,1,0,170,Web,30,100000,0,0,0,0
Test,1,1,1,1,0,0,21,App,44,25000,0,0,0,1
Control,0,0,0,0,0,0,91,App,49,25000,0,0,0,0
Test,1,1,1,1,0,0,99,App,35,50000,0,0,0,1
Control,0,0,0,0,0,0,129,App,60,100000,0,0,0,0
Test,1,1,1,1,1,0,165,Web,61,25000,0,0,0,0
Test,1,1,1,1,0,0,45,Web,37,25000,0,0,0,1
Control,0,0,0,0,0,0,6,Web,28,50000,0,0,0,0
Test,0,0,0,0,1,0,28,App,44,50000,0,0,0,0
Control,1,1,1,0,0,0,129,Web,52,50000,0,0,0,0
Test,0,0,0,0,0,0,44,App,47,50000,0,8,2,0
Test,0,0,0,0,0,0,78,Web,41,75000,0,4,5,0
Test,0,0,0,0,0,0,64,Web,25,75000,0,0,0,0
Control,1,1,1,0,0,0,60,App,49,50000,0,0,0,0
Test,0,0,0,0,0,0,46,App,40,50000,0,0,0,0
Test,0,0,0,0,0,0,133,Web,39,75000,0,3,4,0
Test,0,0,0,0,0,0,83,Web,20,25000,0,0,0,0
Control,1,1,1,0,0,0,12,Web,24,25000,0,4,6,0
Control,1,1,0,0,0,0,147,App,40,100000,0,0,0,0
Control,0,0,0,0,0,0,69,Web,31,75000,1,0,0,0
Test,1,1,1,1,0,0,111,Web,28,50000,0,0,0,1
Control,0,0,0,0,0,0,51,Web,48,125000,0,0,0,0
Control,0,0,0,0,0,0,168,Web,68,50000,0,0,0,0
Control,0,0,0,0,0,0,102,Web,32,75000,0,0,0,0
Control,1,1,1,0,0,0,39,Web,70,75000,0,0,0,0
Control,1,1,1,0,0,0,118,Web,36,75000,0,0,0,0
Test,1,1,0,0,1,0,33,App,29,100000,0,0,0,0
Control,1,1,0,0,0,0,80,Web,32,75000,0,0,0,0
Control,1,1,1,0,0,0,133,App,70,75000,0,0,0,0
Test,1,1,1,1,1,0,166,Web,63,75000,0,0,0,0
Test,1,1,1,1,0,1,26,App,34,125000,0,0,0,1
Control,0,0,0,0,0,0,107,Web,33,25000,0,0,0,0
Test,1,1,0,0,0,0,110,App,44,75000,0,0,0,0
Control,1,1,0,0,0,0,169,Web,25,50000,0,0,0,0
Test,1,0,0,0,0,0,67,Web,43,50000,0,0,0,0
Test,1,1,1,1,0,0,156,Web,42,75000,1,0,0,1
Test,1,1,0,0,1,0,32,Web,35,25000,0,0,0,0
Test,1,1,0,0,0,0,108,Web,53,25000,0,0,0,0
Test,1,1,1,1,1,0,102,Web,53,100000,0,0,0,0
Test,1,1,0,0,0,0,180,App,31,50000,0,0,0,0
Control,0,0,0,0,0,0,53,Web,46,50000,0,0,0,0
Control,1,1,0,0,0,0,164,Web,68,75000,0,5,1,0
Test,0,0,0,0,0,0,8,Web,18,25000,0,0,0,0
Control,1,1,1,0,0,0,173,App,61,50000,0,0,0,0
Control,0,0,0,0,0,0,19,App,41,50000,0,0,0,0
Control,1,1,1,0,0,0,62,App,64,50000,0,0,0,0
Control,1,1,0,0,0,0,24,Web,58,50000,0,0,0,0
Test,0,0,0,0,0,0,27,Web,53,50000,0,0,0,0
Test,1,1,1,0,1,0,30,App,50,50000,0,0,0,0
Test,1,0,0,0,0,0,15,App,32,75000,0,0,0,0
Test,1,1,1,0,1,0,146,Web,63,25000,0,7,3,0
Control,1,1,1,0,0,0,24,App,43,25000,0,0,0,0
Test,1,1,0,0,0,0,99,Web,35,75000,0,0,0,0
Control,0,0,0,0,0,0,10,Web,66,50000,0,0,0,0
Control,1,1,1,0,0,0,62,Web,69,25000,0,0,0,0
Control,1,1,1,0,0,0,147,Web,20,50000,0,0,0,0
Control,1,1,0,0,0,0,24,App,66,25000,1,0,0,0
Test,1,0,0,0,0,0,18,App,62,25000,0,0,0,0
Control,1,0,0,0,0,0,160,App,19,25000,0,0,0,0
Test,1,1,0,0,1,0,139,App,46,25000,1,0,0,0
Control,1,0,0,0,0,0,121,App,60,25000,0,0,0,0
Control,1,1,0,0,0,0,51,Web,53,25000,0,0,0,0
Control,1,1,1,0,0,0,40,Web,67,50000,0,0,0,0
Test,1,1,1,1,0,0,140,App,55,75000,0,0,0,1
Control,1,1,0,0,0,0,79,Web,27,75000,0,0,0,0
Test,0,0,0,0,0,0,95,Web,21,75000,0,0,0,0
Test,1,1,1,0,0,0,78,Web,64,50000,0,0,0,0
Control,1,1,0,0,0,0,179,Web,25,125000,0,4,3,0
Test,0,0,0,0,0,0,125,Web,35,50000,0,0,0,0
Control,1,1,1,0,0,0,141,Web,33,50000,0,0,0,0
Test,1,1,1,1,0,0,90,App,29,50000,0,8,2,1
Control,0,0,0,0,0,0,22,Web,48,100000,0,0,0,0
Test,1,1,0,0,0,0,26,App,70,75000,1,6,6,0
Control,0,0,0,0,0,0,58,Web,44,75000,0,0,0,0
Control,1,1,1,0,0,0,150,App,43,50000,0,0,0,0
Control,0,0,0,0,0,0,101,App,63,75000,0,0,0,0
Test,1,1,0,0,0,0,107,App,63,75000,0,0,0,0
Control,0,0,0,0,0,0,29,App,62,100000,0,0,0,0
Test,0,0,0,0,0,0,113,Web,66,50000,0,0,0,0
Test,1,1,0,0,0,0,115,Web,66,125000,0,0,0,0
Test,1,1,1,1,0,0,129,App,18,75000,0,0,0,1
Control,1,1,1,0,0,0,165,App,54,125000,0,0,0,0
Test,1,1,1,1,0,0,69,Web,21,125000,0,0,0,1
Control,1,1,1,0,0,0,153,Web,56,25000,0,0,0,0
Control,1,1,1,0,0,0,54,Web,39,75000,0,0,0,0
Test,0,0,0,0,1,0,51,App,52,75000,0,5,1,0
Control,0,0,0,0,0,0,118,App,27,50000,0,0,0,0
Test,1,0,0,0,0,0,132,Web,52,100000,0,0,0,0
Control,1,1,1,0,0,0,59,App,60,100000,0,0,0,0
Test,1,1,0,0,0,0,73,App,46,25000,0,0,0,0
Control,1,1,1,0,0,0,41,Web,22,100000,0,0,0,0
Test,1,1,1,1,1,0,100,App,41,125000,0,0,0,0
Test,0,0,0,0,0,0,81,Web,44,50000,0,0,0,0
Test,1,1,0,0,0,0,107,Web,37,50000,0,7,1,0
Test,1,0,0,0,0,0,122,Web,67,75000,0,0,0,0
Test,1,1,1,1,0,0,119,Web,46,100000,0,0,0,1
Test,1,1,1,1,0,0,100,App,62,75000,0,4,5,1
Test,1,1,0,0,0,0,81,App,41,25000,0,0,0,0
Control,0,0,0,0,0,0,24,App,42,25000,0,0,0,0
Control,1,1,1,0,0,0,110,Web,24,25000,0,0,0,0
Control,1,1,1,0,0,0,3,Web,68,50000,0,0,0,0
Control,1,1,0,0,0,0,139,App,41,100000,0,0,0,0
Control,1,1,1,0,0,0,50,App,33,75000,0,0,0,0
Control,1,0,0,0,0,0,95,App,32,75000,0,0,0,0
Test,1,1,0,0,0,0,48,App,28,50000,0,0,0,0
Control,1,1,1,0,0,0,90,App,42,100000,0,1,2,0
Test,0,0,0,0,0,0,60,Web,55,75000,0,0,0,0
Control,0,0,0,0,0,0,175,Web,70,75000,0,0,0,0
Control,1,1,0,0,0,0,9,App,68,50000,0,0,0,0
Test,0,0,0,0,0,0,154,App,54,25000,0,0,0,0
Control,1,1,1,0,0,0,123,Web,55,75000,0,0,0,0
Test,0,0,0,0,0,0,79,Web,63,50000,0,0,0,0
Test,1,1,0,0,1,0,23,App,26,25000,0,0,0,0
Test,1,1,1,1,0,0,125,App,41,50000,0,0,0,1
Control,0,0,0,0,0,0,68,Web,36,25000,0,0,0,0
Control,1,1,0,0,0,0,147,Web,22,25000,0,0,0,0
Control,1,1,1,0,0,0,138,App,63,75000,0,0,0,0
Test,1,1,1,1,0,0,48,App,70,75000,0,0,0,1
Control,1,1,0,0,0,0,145,App,21,50000,0,0,0,0
Control,1,1,0,0,0,0,96,Web,18,75000,0,3,4,0
Test,1,1,1,1,0,1,66,Web,37,50000,0,10,6,1
Control,1,1,1,0,0,0,63,Web,52,25000,0,0,0,0
Test,1,1,1,1,1,0,83,Web,33,50000,0,0,0,0
Test,1,1,1,1,0,0,76,Web,50,50000,0,0,0,1
Test,1,1,0,0,0,0,19,Web,50,25000,0,0,0,0
Control,0,0,0,0,0,0,19,App,35,100000,0,0,0,0
Test,1,1,1,1,1,0,29,Web,65,50000,0,0,0,0
Test,1,0,0,0,0,0,35,Web,66,75000,1,0,0,0
Test,0,0,0,0,0,0,65,Web,39,75000,0,7,3,0
Test,1,1,1,1,0,0,145,Web,52,25000,1,0,0,1
Test,0,0,0,0,0,0,65,App,49,125000,0,0,0,0
Test,1,1,1,0,0,0,16,App,37,50000,0,0,0,0
Control,1,1,1,0,0,0,53,App,66,75000,0,5,3,0
Test,1,1,0,0,0,0,176,Web,47,75000,0,0,0,0
Control,0,0,0,0,0,0,14,App,65,50000,0,0,0,0
Control,1,1,0,0,0,0,103,App,69,75000,0,0,0,0
Test,1,1,1,1,0,0,145,App,48,50000,0,0,0,1
Test,1,0,0,0,0,0,120,Web,45,50000,0,0,0,0
Control,1,1,1,0,0,0,34,App,40,75000,0,0,0,0
Test,1,1,0,0,1,0,14,App,69,50000,0,0,0,0
Test,0,0,0,0,0,0,137,App,65,100000,0,0,0,0
Test,0,0,0,0,0,0,28,Web,54,75000,0,0,0,0
Control,0,0,0,0,0,0,10,App,66,50000,0,0,0,0
Control,0,0,0,0,0,0,163,App,67,100000,0,0,0,0
Control,0,0,0,0,0,0,151,App,44,25000,0,0,0,0
Control,0,0,0,0,0,0,103,Web,54,50000,0,0,0,0
Test,0,0,0,0,0,0,76,Web,40,125000,0,0,0,0
Test,0,0,0,0,0,0,93,Web,22,25000,0,0,0,0
Test,1,1,1,1,1,0,40,App,65,125000,0,0,0,0
Test,1,1,1,1,0,1,87,Web,62,50000,0,7,2,1
Test,1,0,0,0,1,0,85,App,70,50000,0,0,0,0
Test,1,1,0,0,0,0,94,App,56,75000,0,9,4,0
Test,1,1,0,0,0,0,71,App,28,25000,0,0,0,0
Test,1,1,0,0,0,0,145,Web,45,25000,0,0,0,0
Test,1,1,1,0,0,0,135,Web,29,25000,0,0,0,0
Control,1,1,1,0,0,0,176,Web,60,50000,0,0,0,0
Control,0,0,0,0,0,0,36,Web,25,75000,0,2,3,0
Control,1,1,1,0,0,0,118,App,18,75000,0,0,0,0
Test,1,1,0,0,1,0,53,App,68,50000,0,0,0,0
Test,1,1,1,1,1,0,175,App,44,50000,0,0,0,0
Test,1,1,1,1,0,0,173,Web,27,50000,0,0,0,1
Test,1,1,1,1,0,0,180,Web,28,75000,0,0,0,1
Test,1,1,1,1,1,0,155,App,52,25000,0,9,5,0
Control,1,1,0,0,0,0,86,App,24,100000,0,5,4,0
Control,0,0,0,0,0,0,135,App,33,25000,0,0,0,0
Test,1,1,1,1,0,0,59,App,20,100000,0,0,0,1
Test,1,0,0,0,0,0,62,Web,42,100000,0,0,0,0
Test,0,0,0,0,1,0,2,App,23,50000,0,11,5,0
Test,1,1,1,1,0,0,110,App,45,75000,0,0,0,1
Test,1,1,0,0,1,0,15,App,29,50000,0,0,0,0
Test,1,0,0,0,0,0,9,App,57,50000,0,0,0,0
Test,0,0,0,0,0,0,151,App,46,50000,0,0,0,0
Test,1,1,0,0,0,0,122,App,29,125000,0,0,0,0
Test,1,1,1,0,0,0,80,App,33,100000,0,0,0,0
Test,1,1,0,0,0,0,0,Web,53,75000,0,0,0,0
Test,0,0,0,0,1,0,175,Web,55,50000,0,5,5,0
Control,1,1,1,0,0,0,106,Web,36,75000,0,0,0,0
Test,0,0,0,0,0,0,20,Web,31,100000,0,0,0,0
Control,1,1,0,0,0,0,135,Web,33,25000,0,0,0,0
Control,1,1,1,0,0,0,36,App,29,125000,0,0,0,0
Control,1,0,0,0,0,0,62,App,23,125000,0,0,0,0
Control,1,0,0,0,0,0,178,Web,68,25000,0,0,0,0
Control,1,1,1,0,0,0,23,App,46,50000,0,0,0,0
Control,1,1,0,0,0,0,175,Web,45,50000,0,0,0,0
Test,1,1,1,0,0,0,0,Web,37,75000,0,0,0,0
Test,1,1,1,1,0,0,165,App,45,75000,0,5,5,1
Control,1,1,0,0,0,0,91,Web,66,25000,0,0,0,0
Control,1,1,1,0,0,0,93,App,19,50000,0,0,0,0
Control,1,1,0,0,0,0,176,Web,66,25000,1,0,0,0
Control,1,1,0,0,0,0,146,App,32,100000,0,0,0,0
Control,1,1,1,0,0,0,127,Web,69,25000,0,0,0,0
Control,1,0,0,0,0,0,149,Web,66,75000,0,0,0,0
Control,1,1,0,0,0,0,126,Web,51,25000,0,0,0,0
Control,1,1,1,0,0,0,39,App,35,25000,0,0,0,0
Control,1,1,1,0,0,0,173,App,31,75000,0,4,7,0
Control,0,0,0,0,0,0,0,Web,54,75000,0,5,4,0
Control,1,1,0,0,0,0,23,App,69,100000,0,0,0,0
Control,0,0,0,0,0,0,33,App,34,25000,0,0,0,0
Test,1,1,0,0,0,0,155,Web,54,50000,0,6,7,0
Test,1,1,0,0,0,0,151,App,42,75000,0,0,0,0
Control,1,1,1,0,0,0,67,App,26,100000,0,0,0,0
Control,1,1,1,0,0,0,122,Web,22,75000,0,0,0,0
Test,1,1,1,1,0,0,175,App,48,50000,0,0,0,1
Test,0,0,0,0,0,0,58,App,21,100000,0,0,0,0
Control,1,1,1,0,0,0,56,App,58,75000,0,0,0,0
Control,1,1,1,0,0,0,40,Web,32,100000,0,0,0,0
Control,1,1,1,0,0,0,77,Web,46,100000,1,0,0,0
Control,1,1,1,0,0,0,100,App,48,25000,0,0,0,0
Test,0,0,0,0,0,0,28,App,33,50000,0,0,0,0
Test,1,1,1,1,0,0,137,Web,47,50000,0,0,0,1
Test,0,0,0,0,0,0,160,App,33,50000,0,0,0,0
Control,1,1,0,0,0,0,164,App,29,100000,0,0,0,0
Test,1,1,1,1,0,0,22,App,56,75000,0,0,0,1
Control,1,1,1,0,0,0,123,Web,51,50000,0,0,0,0
Control,1,1,0,0,0,0,173,App,33,75000,0,0,0,0
Control,1,1,1,0,0,0,45,App,59,25000,0,0,0,0
Control,1,1,1,0,0,0,60,App,69,75000,0,0,0,0
Test,0,0,0,0,0,0,115,Web,65,125000,0,0,0,0
Control,1,1,1,0,0,0,177,App,55,25000,0,0,0,0
Test,1,1,1,1,0,0,132,Web,55,50000,0,6,3,1
Test,1,1,0,0,0,0,122,App,70,75000,0,0,0,0
Test,1,1,1,1,0,0,106,Web,61,75000,0,0,0,1
Test,1,0,0,0,0,0,121,App,52,75000,0,0,0,0
Control,1,1,1,0,0,0,148,App,26,25000,0,0,0,0
Control,1,0,0,0,0,0,78,App,30,25000,0,0,0,0
Test,1,1,0,0,0,0,54,App,27,75000,0,0,0,0
Test,1,1,1,1,0,0,75,Web,26,50000,0,0,0,1
Control,1,1,0,0,0,0,18,Web,67,75000,0,0,0,0
Control,1,1,1,0,0,0,42,Web,57,75000,0,0,0,0
Test,1,1,0,0,0,0,148,Web,67,50000,0,0,0,0
Control,1,1,0,0,0,0,147,App,42,50000,0,6,5,0
Control,1,1,1,0,0,0,10,Web,65,50000,1,0,0,0
Control,1,1,0,0,0,0,142,App,49,25000,0,0,0,0
Test,1,0,0,0,0,0,123,App,35,25000,0,0,0,0
Control,1,1,1,0,0,0,25,Web,63,50000,0,0,0,0
Control,1,0,0,0,0,0,171,App,40,100000,0,5,4,0
Control,1,1,1,0,0,0,175,Web,46,25000,0,0,0,0
Control,0,0,0,0,0,0,131,Web,60,75000,0,0,0,0
Control,0,0,0,0,0,0,130,App,70,50000,0,0,0,0
Test,1,1,1,1,0,0,38,Web,18,100000,0,0,0,1
Control,1,1,1,0,0,0,89,Web,38,100000,0,0,0,0
Control,1,1,0,0,0,0,53,App,52,100000,1,0,0,0
Control,1,1,1,0,0,0,29,Web,42,125000,0,5,6,0
Test,1,1,0,0,0,0,7,Web,67,25000,0,10,5,0
Test,0,0,0,0,0,0,83,App,50,100000,0,0,0,0
Control,1,1,1,0,0,0,88,App,65,75000,0,0,0,0
Control,1,1,0,0,0,0,76,Web,49,25000,0,0,0,0
Test,1,0,0,0,0,0,95,Web,52,50000,1,0,0,0
Control,1,1,1,0,0,0,68,App,21,75000,0,0,0,0
Test,0,0,0,0,0,0,169,Web,53,50000,1,0,0,0
Control,1,1,0,0,0,0,133,App,50,75000,0,0,0,0
Control,1,1,0,0,0,0,177,App,29,50000,0,0,0,0
Test,1,1,1,1,1,1,145,Web,58,75000,0,0,0,0
Control,1,1,1,0,0,0,158,Web,44,50000,0,0,0,0
Control,1,1,1,0,0,0,130,Web,35,50000,0,0,0,0
Test,1,1,1,1,0,0,168,Web,18,100000,0,3,4,1
Control,1,1,0,0,0,0,11,Web,59,25000,0,0,0,0
Test,1,1,1,0,1,0,16,App,18,75000,0,6,4,0
Control,1,1,1,0,0,0,71,App,40,25000,0,0,0,0
Test,1,1,1,1,1,0,110,Web,63,100000,0,0,0,0
Test,1,1,1,1,0,0,47,Web,68,75000,0,0,0,1
Test,0,0,0,0,0,0,166,App,33,100000,0,0,0,0
Test,1,1,0,0,0,0,77,Web,50,100000,0,0,0,0
Control,0,0,0,0,0,0,105,App,46,50000,0,0,0,0
Test,1,0,0,0,0,0,57,Web,60,125000,0,4,1,0
Test,1,0,0,0,0,0,167,App,68,75000,0,0,0,0
Control,1,1,1,0,0,0,133,App,32,25000,0,0,0,0
Test,1,1,1,0,0,0,95,Web,50,25000,0,0,0,0
Control,1,1,0,0,0,0,152,App,30,75000,0,3,2,0
Control,1,1,1,0,0,0,107,Web,49,100000,0,0,0,0
Control,1,1,1,0,0,0,173,App,67,100000,0,7,3,0
Test,1,1,0,0,0,0,166,Web,56,75000,0,0,0,0
Test,0,0,0,0,0,0,147,Web,56,50000,0,0,0,0
